Date,Line_ID,Status,Part_Produced,Target_Batches,Target_Qty
2024-11-16,Line_2,Production,Cylinder Head,9,1235
2024-11-16,Line_2,Production,Oil Pan,8,1757
2024-11-16,Line_3,Production,Cylinder Liner,8,5997
2024-11-16,Line_3,Production,Camshaft Pulley,4,3884
2024-11-18,Line_1,Production,Engine Block,8,604
2024-11-18,Line_2,Production,Cylinder Head,9,1235
2024-11-18,Line_2,Production,Oil Pan,8,1757
2024-11-18,Line_3,Production,Cylinder Liner,8,5997
2024-11-18,Line_3,Production,Camshaft Pulley,4,3884
2024-11-19,Line_1,Production,Engine Block,8,604
2024-11-19,Line_2,Production,Cylinder Head,9,1235
2024-11-19,Line_2,Production,Oil Pan,8,1757
2024-11-19,Line_3,Production,Cylinder Liner,8,5997
2024-11-19,Line_3,Production,Camshaft Pulley,4,3884
2024-11-20,Line_1,Production,Engine Block,8,604
2024-11-20,Line_2,Production,Cylinder Head,9,1235
2024-11-20,Line_2,Production,Oil Pan,8,1756
2024-11-20,Line_3,Production,Cylinder Liner,8,5997
2024-11-20,Line_3,Production,Camshaft Pulley,4,3884
2024-11-21,Line_1,Production,Engine Block,8,604
2024-11-21,Line_2,Production,Cylinder Head,9,1235
2024-11-21,Line_2,Production,Oil Pan,8,1756
2024-11-21,Line_3,Production,Cylinder Liner,8,5997
2024-11-21,Line_3,Production,Camshaft Pulley,4,3884
2024-11-22,Line_1,Production,Engine Block,8,604
2024-11-22,Line_2,Production,Cylinder Head,9,1235
2024-11-22,Line_2,Production,Oil Pan,8,1756
2024-11-22,Line_3,Production,Cylinder Liner,8,5997
2024-11-22,Line_3,Production,Camshaft Pulley,4,3884
2024-11-23,Line_1,Production,Engine Block,8,604
2024-11-23,Line_2,Production,Cylinder Head,9,1235
2024-11-23,Line_2,Production,Oil Pan,8,1756
2024-11-23,Line_3,Production,Cylinder Liner,8,5997
2024-11-23,Line_3,Production,Camshaft Pulley,4,3884
2024-11-25,Line_1,Production,Engine Block,8,604
2024-11-25,Line_2,Production,Cylinder Head,9,1235
2024-11-25,Line_2,Production,Oil Pan,8,1756
2024-11-25,Line_3,Production,Cylinder Liner,8,5997
2024-11-25,Line_3,Production,Camshaft Pulley,4,3883
2024-11-26,Line_1,Production,Engine Block,8,604
2024-11-26,Line_2,Production,Cylinder Head,9,1235
2024-11-26,Line_2,Production,Oil Pan,8,1756
2024-11-26,Line_3,Production,Cylinder Liner,8,5997
2024-11-26,Line_3,Production,Camshaft Pulley,4,3883
2024-11-27,Line_1,Production,Engine Block,8,604
2024-11-27,Line_2,Production,Cylinder Head,9,1235
2024-11-27,Line_2,Production,Oil Pan,8,1756
2024-11-27,Line_3,Production,Cylinder Liner,8,5997
2024-11-27,Line_3,Production,Camshaft Pulley,4,3883
2024-11-28,Line_1,Production,Engine Block,8,604
2024-11-28,Line_2,Production,Cylinder Head,9,1235
2024-11-28,Line_2,Production,Oil Pan,8,1756
2024-11-28,Line_3,Production,Cylinder Liner,8,5997
2024-11-28,Line_3,Production,Camshaft Pulley,4,3883
2024-11-29,Line_1,Production,Engine Block,8,604
2024-11-29,Line_2,Production,Cylinder Head,9,1235
2024-11-29,Line_2,Production,Oil Pan,8,1756
2024-11-29,Line_3,Production,Cylinder Liner,8,5997
2024-11-29,Line_3,Production,Camshaft Pulley,4,3883
2024-11-30,Line_1,Production,Engine Block,8,604
2024-11-30,Line_2,Production,Cylinder Head,9,1234
2024-11-30,Line_2,Production,Oil Pan,8,1756
2024-11-30,Line_3,Production,Cylinder Liner,8,5997
2024-11-30,Line_3,Production,Camshaft Pulley,4,3883
2024-11-03,Line_1,Maintenance_Weekly,None,0,0
2024-11-03,Line_2,Maintenance_Weekly,None,0,0
2024-11-03,Line_3,Maintenance_Weekly,None,0,0
2024-11-10,Line_1,Maintenance_Weekly,None,0,0
2024-11-10,Line_2,Maintenance_Weekly,None,0,0
2024-11-10,Line_3,Maintenance_Weekly,None,0,0
2024-11-17,Line_1,Maintenance_Weekly,None,0,0
2024-11-17,Line_2,Maintenance_Weekly,None,0,0
2024-11-17,Line_3,Maintenance_Weekly,None,0,0
2024-11-24,Line_1,Maintenance_Weekly,None,0,0
2024-11-24,Line_2,Maintenance_Weekly,None,0,0
2024-11-24,Line_3,Maintenance_Weekly,None,0,0
2024-12-02,Line_1,Production,Engine Block,7,530
2024-12-02,Line_2,Production,Cylinder Head,7,1015
2024-12-02,Line_2,Production,Oil Pan,6,1436
2024-12-02,Line_3,Production,Cylinder Liner,7,4847
2024-12-02,Line_3,Production,Camshaft Pulley,4,3326
2024-12-03,Line_1,Production,Engine Block,7,530
2024-12-03,Line_2,Production,Cylinder Head,7,1015
2024-12-03,Line_2,Production,Oil Pan,6,1436
2024-12-03,Line_3,Production,Cylinder Liner,7,4846
2024-12-03,Line_3,Production,Camshaft Pulley,4,3326
2024-12-04,Line_1,Production,Engine Block,7,529
2024-12-04,Line_2,Production,Cylinder Head,7,1015
2024-12-04,Line_2,Production,Oil Pan,6,1436
2024-12-04,Line_3,Production,Cylinder Liner,7,4846
2024-12-04,Line_3,Production,Camshaft Pulley,4,3326
2024-12-05,Line_1,Production,Engine Block,7,529
2024-12-05,Line_2,Production,Cylinder Head,7,1015
2024-12-05,Line_2,Production,Oil Pan,6,1436
2024-12-05,Line_3,Production,Cylinder Liner,7,4846
2024-12-05,Line_3,Production,Camshaft Pulley,4,3326
2024-12-06,Line_1,Production,Engine Block,7,529
2024-12-06,Line_2,Production,Cylinder Head,7,1014
2024-12-06,Line_2,Production,Oil Pan,6,1436
2024-12-06,Line_3,Production,Cylinder Liner,7,4846
2024-12-06,Line_3,Production,Camshaft Pulley,4,3326
2024-12-07,Line_1,Production,Engine Block,7,529
2024-12-07,Line_2,Production,Cylinder Head,7,1014
2024-12-07,Line_2,Production,Oil Pan,6,1436
2024-12-07,Line_3,Production,Cylinder Liner,7,4846
2024-12-07,Line_3,Production,Camshaft Pulley,4,3326
2024-12-09,Line_1,Production,Engine Block,7,529
2024-12-09,Line_2,Production,Cylinder Head,7,1014
2024-12-09,Line_2,Production,Oil Pan,6,1436
2024-12-09,Line_3,Production,Cylinder Liner,7,4846
2024-12-09,Line_3,Production,Camshaft Pulley,4,3326
2024-12-10,Line_1,Production,Engine Block,7,529
2024-12-10,Line_2,Production,Cylinder Head,7,1014
2024-12-10,Line_2,Production,Oil Pan,6,1436
2024-12-10,Line_3,Production,Cylinder Liner,7,4846
2024-12-10,Line_3,Production,Camshaft Pulley,4,3326
2024-12-11,Line_1,Production,Engine Block,7,529
2024-12-11,Line_2,Production,Cylinder Head,7,1014
2024-12-11,Line_2,Production,Oil Pan,6,1436
2024-12-11,Line_3,Production,Cylinder Liner,7,4846
2024-12-11,Line_3,Production,Camshaft Pulley,4,3326
2024-12-12,Line_1,Production,Engine Block,7,529
2024-12-12,Line_2,Production,Cylinder Head,7,1014
2024-12-12,Line_2,Production,Oil Pan,6,1436
2024-12-12,Line_3,Production,Cylinder Liner,7,4846
2024-12-12,Line_3,Production,Camshaft Pulley,4,3326
2024-12-13,Line_1,Production,Engine Block,7,529
2024-12-13,Line_2,Production,Cylinder Head,7,1014
2024-12-13,Line_2,Production,Oil Pan,6,1436
2024-12-13,Line_3,Production,Cylinder Liner,7,4846
2024-12-13,Line_3,Production,Camshaft Pulley,4,3326
2024-12-14,Line_1,Production,Engine Block,7,529
2024-12-14,Line_2,Production,Cylinder Head,7,1014
2024-12-14,Line_2,Production,Oil Pan,6,1436
2024-12-14,Line_3,Production,Cylinder Liner,7,4846
2024-12-14,Line_3,Production,Camshaft Pulley,4,3326
2024-12-16,Line_1,Production,Engine Block,7,529
2024-12-16,Line_2,Production,Cylinder Head,7,1014
2024-12-16,Line_2,Production,Oil Pan,6,1436
2024-12-16,Line_3,Production,Cylinder Liner,7,4846
2024-12-16,Line_3,Production,Camshaft Pulley,4,3325
2024-12-17,Line_1,Production,Engine Block,7,529
2024-12-17,Line_2,Production,Cylinder Head,7,1014
2024-12-17,Line_2,Production,Oil Pan,6,1436
2024-12-17,Line_3,Production,Cylinder Liner,7,4846
2024-12-17,Line_3,Production,Camshaft Pulley,4,3325
2024-12-18,Line_1,Production,Engine Block,7,529
2024-12-18,Line_2,Production,Cylinder Head,7,1014
2024-12-18,Line_2,Production,Oil Pan,6,1436
2024-12-18,Line_3,Production,Cylinder Liner,7,4846
2024-12-18,Line_3,Production,Camshaft Pulley,4,3325
2024-12-19,Line_1,Production,Engine Block,7,529
2024-12-19,Line_2,Production,Cylinder Head,7,1014
2024-12-19,Line_2,Production,Oil Pan,6,1436
2024-12-19,Line_3,Production,Cylinder Liner,7,4846
2024-12-19,Line_3,Production,Camshaft Pulley,4,3325
2024-12-20,Line_1,Production,Engine Block,7,529
2024-12-20,Line_2,Production,Cylinder Head,7,1014
2024-12-20,Line_2,Production,Oil Pan,6,1436
2024-12-20,Line_3,Production,Cylinder Liner,7,4846
2024-12-20,Line_3,Production,Camshaft Pulley,4,3325
2024-12-21,Line_1,Production,Engine Block,7,529
2024-12-21,Line_2,Production,Cylinder Head,7,1014
2024-12-21,Line_2,Production,Oil Pan,6,1436
2024-12-21,Line_3,Production,Cylinder Liner,7,4846
2024-12-21,Line_3,Production,Camshaft Pulley,4,3325
2024-12-23,Line_1,Production,Engine Block,7,529
2024-12-23,Line_2,Production,Cylinder Head,7,1014
2024-12-23,Line_2,Production,Oil Pan,6,1436
2024-12-23,Line_3,Production,Cylinder Liner,7,4846
2024-12-23,Line_3,Production,Camshaft Pulley,4,3325
2024-12-24,Line_1,Production,Engine Block,7,529
2024-12-24,Line_2,Production,Cylinder Head,7,1014
2024-12-24,Line_2,Production,Oil Pan,6,1435
2024-12-24,Line_3,Production,Cylinder Liner,7,4846
2024-12-24,Line_3,Production,Camshaft Pulley,4,3325
2024-12-25,Line_1,Production,Engine Block,7,529
2024-12-25,Line_2,Production,Cylinder Head,7,1014
2024-12-25,Line_2,Production,Oil Pan,6,1435
2024-12-25,Line_3,Production,Cylinder Liner,7,4846
2024-12-25,Line_3,Production,Camshaft Pulley,4,3325
2024-12-26,Line_1,Production,Engine Block,7,529
2024-12-26,Line_2,Production,Cylinder Head,7,1014
2024-12-26,Line_2,Production,Oil Pan,6,1435
2024-12-26,Line_3,Production,Cylinder Liner,7,4846
2024-12-26,Line_3,Production,Camshaft Pulley,4,3325
2024-12-27,Line_1,Production,Engine Block,7,529
2024-12-27,Line_2,Production,Cylinder Head,7,1014
2024-12-27,Line_2,Production,Oil Pan,6,1435
2024-12-27,Line_3,Production,Cylinder Liner,7,4846
2024-12-27,Line_3,Production,Camshaft Pulley,4,3325
2024-12-28,Line_1,Production,Engine Block,7,529
2024-12-28,Line_2,Production,Cylinder Head,7,1014
2024-12-28,Line_2,Production,Oil Pan,6,1435
2024-12-28,Line_3,Production,Cylinder Liner,7,4846
2024-12-28,Line_3,Production,Camshaft Pulley,4,3325
2024-12-30,Line_1,Production,Engine Block,7,529
2024-12-30,Line_2,Production,Cylinder Head,7,1014
2024-12-30,Line_2,Production,Oil Pan,6,1435
2024-12-30,Line_3,Production,Cylinder Liner,7,4846
2024-12-30,Line_3,Production,Camshaft Pulley,4,3325
2024-12-31,Line_1,Production,Engine Block,7,529
2024-12-31,Line_2,Production,Cylinder Head,7,1014
2024-12-31,Line_2,Production,Oil Pan,6,1435
2024-12-31,Line_3,Production,Cylinder Liner,7,4846
2024-12-31,Line_3,Production,Camshaft Pulley,4,3325
2024-12-01,Line_1,Maintenance_Weekly,None,0,0
2024-12-01,Line_2,Maintenance_Weekly,None,0,0
2024-12-01,Line_3,Maintenance_Weekly,None,0,0
2024-12-08,Line_1,Maintenance_Weekly,None,0,0
2024-12-08,Line_2,Maintenance_Weekly,None,0,0
2024-12-08,Line_3,Maintenance_Weekly,None,0,0
2024-12-15,Line_1,Maintenance_Weekly,None,0,0
2024-12-15,Line_2,Maintenance_Weekly,None,0,0
2024-12-15,Line_3,Maintenance_Weekly,None,0,0
2024-12-22,Line_1,Maintenance_Weekly,None,0,0
2024-12-22,Line_2,Maintenance_Weekly,None,0,0
2024-12-22,Line_3,Maintenance_Weekly,None,0,0
2024-12-29,Line_1,Maintenance_Weekly,None,0,0
2024-12-29,Line_2,Maintenance_Weekly,None,0,0
2024-12-29,Line_3,Maintenance_Weekly,None,0,0
